store,sku,amount
Nairobi,DM1786,6820 KSH
Malindi,DM1786,8822 KSH
Mombasa,DM1230,3218 KSH
Malindi,DM1786,4735 KSH
Mombasa,DM1210,5883 KSH
Nairobi,DM1724,3032 KSH
Nakuru,DM1537,8980 KSH
Mombasa,DM1759,8718 KSH
Nairobi,DM1541,6951 KSH
Malindi,DM1786,7464 KSH
Mombasa,DM1294,9793 KSH
Nakuru,DM1759,8868 KSH
Nashua,DM1537,2804 KSH
Mombasa,DM1724,8005 KSH
Malindi,DM1230,4881 KSH
Mombasa,DM1541,9952 KSH
Nairobi,DM1759,2561 KSH
Nakuru,DM1294,2295 KSH
Malindi,DM1786,5603 KSH
Nairobi,DM1537,8623 KSH
Mombasa,DM1724,8326 KSH
Nashua,DM1759,7731 KSH
Nashua,DM1759,4070 KSH
Nakuru,DM1873,5385 KSH
Malindi,DM1786,7955 KSH
Nashua,DM1537,3263 KSH
Nairobi,DM1541,3505 KSH
Mombasa,DM1873,5283 KSH
Nairobi,DM1759,8709 KSH
Nairobi,DM1182,8458 KSH
Nashua,DM1294,2119 KSH
Nairobi,DM1210,5912 KSH
Naivasha,DM1873,5414 KSH
Naivasha,DM1541,2355 KSH
Malindi,DM1294,7247 KSH
Naivasha,DM1210,9902 KSH
Naivasha,DM1294,2793 KSH
Nairobi,DM1873,2627 KSH
Malindi,DM1537,6560 KSH
Malindi,DM1786,2494 KSH
Mombasa,DM1541,8325 KSH
Mombasa,DM1724,3449 KSH
Naivasha,DM1537,7835 KSH
Mombasa,DM1724,6788 KSH
Naivasha,DM1541,5374 KSH
Malindi,DM1724,5635 KSH
Mombasa,DM1724,5245 KSH
Nakuru,DM1541,2946 KSH
Nashua,DM1537,2778 KSH
Nashua,DM1873,2799 KSH
Malindi,DM1873,7479 KSH
Naivasha,DM1230,4498 KSH
Nairobi,DM1210,2105 KSH
Malindi,DM1724,6654 KSH
Nairobi,DM1294,2753 KSH
Malindi,DM1294,4863 KSH
Nairobi,DM1786,1358 KSH
Mombasa,DM1786,7830 KSH
Mombasa,DM1294,6084 KSH
Malindi,DM1759,4058 KSH
Nakuru,DM1182,6416 KSH
Nakuru,DM1724,8404 KSH
Nairobi,DM1230,1433 KSH
Mombasa,DM1724,5613 KSH
Nashua,DM1210,1315 KSH
Nairobi,DM1294,5080 KSH
Mombasa,DM1786,6528 KSH
Nairobi,DM1537,7346 KSH
Mombasa,DM1230,4544 KSH
Mombasa,DM1541,3274 KSH
Mombasa,DM1786,9314 KSH
Mombasa,DM1294,2135 KSH
Nairobi,DM1210,1070 KSH
Mombasa,DM1759,8302 KSH
Mombasa,DM1182,4897 KSH
Nakuru,DM1786,5855 KSH
Mombasa,DM1294,5721 KSH
Mombasa,DM1537,1682 KSH
Mombasa,DM1537,7847 KSH
Mombasa,DM1759,5412 KSH
Nairobi,DM1541,6808 KSH
Malindi,DM1786,5363 KSH
Nashua,DM1724,7757 KSH
Mombasa,DM1182,4659 KSH
Nairobi,DM1182,3633 KSH
Nashua,DM1759,5411 KSH
Nakuru,DM1230,5672 KSH
Naivasha,DM1537,9032 KSH
Nairobi,DM1759,4935 KSH
Mombasa,DM1210,7952 KSH
Nakuru,DM1294,7365 KSH
Nairobi,DM1873,9933 KSH
Nairobi,DM1537,7430 KSH
Nakuru,DM1541,5121 KSH
Mombasa,DM1541,5966 KSH
Mombasa,DM1759,5051 KSH
Nairobi,DM1786,1342 KSH
Nakuru,DM1724,1235 KSH
Nashua,DM1210,6291 KSH
Nairobi,DM1537,4997 KSH
Naivasha,DM1786,5104 KSH
Mombasa,DM1724,3380 KSH
Mombasa,DM1182,9920 KSH
Nakuru,DM1759,9923 KSH
Mombasa,DM1230,6066 KSH
Naivasha,DM1873,2804 KSH
Malindi,DM1182,3070 KSH
Naivasha,DM1537,3228 KSH
Malindi,DM1294,9207 KSH
Nairobi,DM1537,9721 KSH
Mombasa,DM1182,4975 KSH
Malindi,DM1294,1480 KSH
Malindi,DM1541,6489 KSH
Nairobi,DM1230,5251 KSH
Naivasha,DM1541,9956 KSH
Nashua,DM1541,4174 KSH
Mombasa,DM1230,8092 KSH
Naivasha,DM1724,8952 KSH
Mombasa,DM1294,5829 KSH
Naivasha,DM1724,4094 KSH
Malindi,DM1537,1768 KSH
Nakuru,DM1210,8725 KSH
Nashua,DM1537,5632 KSH
Nairobi,DM1537,3713 KSH
Mombasa,DM1537,2364 KSH
Malindi,DM1230,9455 KSH
Nashua,DM1786,8442 KSH
Naivasha,DM1759,8703 KSH
Nairobi,DM1230,8825 KSH
Mombasa,DM1210,3504 KSH
Mombasa,DM1210,1571 KSH
Nashua,DM1537,7913 KSH
Nakuru,DM1537,8863 KSH
Nashua,DM1724,3954 KSH
Nairobi,DM1759,8904 KSH
Nakuru,DM1537,7719 KSH
Malindi,DM1873,1306 KSH
Naivasha,DM1294,8977 KSH
Malindi,DM1230,3917 KSH
Naivasha,DM1759,8795 KSH
Nakuru,DM1873,9122 KSH
Malindi,DM1230,9556 KSH
Nairobi,DM1210,2695 KSH
Mombasa,DM1182,3002 KSH
Mombasa,DM1541,2622 KSH
Nakuru,DM1294,5861 KSH
Nakuru,DM1537,9291 KSH
Naivasha,DM1541,8694 KSH
Nairobi,DM1759,1395 KSH
Naivasha,DM1230,1125 KSH
Nairobi,DM1230,6774 KSH
Mombasa,DM1537,7366 KSH
Nairobi,DM1873,6467 KSH
Nakuru,DM1759,1909 KSH
Malindi,DM1537,1518 KSH
Nakuru,DM1873,4145 KSH
Nakuru,DM1873,4577 KSH
Nairobi,DM1541,8870 KSH
Nashua,DM1230,1625 KSH
Nairobi,DM1759,4647 KSH
Nairobi,DM1873,3612 KSH
Malindi,DM1294,2381 KSH
Malindi,DM1294,9079 KSH
Malindi,DM1230,3996 KSH
Mombasa,DM1541,3944 KSH
Nashua,DM1294,8107 KSH
Malindi,DM1759,6779 KSH
Mombasa,DM1541,1818 KSH
Nairobi,DM1182,9101 KSH
Nairobi,DM1724,8847 KSH
Naivasha,DM1724,9780 KSH
Naivasha,DM1786,6385 KSH
Nakuru,DM1759,4553 KSH
Naivasha,DM1182,6854 KSH
Malindi,DM1541,2283 KSH
Mombasa,DM1541,3336 KSH
Mombasa,DM1724,6404 KSH
Nashua,DM1210,9080 KSH
Mombasa,DM1182,6257 KSH
Naivasha,DM1210,9374 KSH
Mombasa,DM1182,4802 KSH
Mombasa,DM1786,1285 KSH
Mombasa,DM1759,9213 KSH
Nashua,DM1210,8529 KSH
Mombasa,DM1210,8206 KSH
Mombasa,DM1230,8131 KSH
Nakuru,DM1537,4231 KSH
Nakuru,DM1541,8769 KSH
Nakuru,DM1182,6594 KSH
Naivasha,DM1873,2947 KSH
Naivasha,DM1541,8023 KSH
Malindi,DM1759,5656 KSH
Mombasa,DM1182,4722 KSH
Nairobi,DM1759,6143 KSH
Malindi,DM1759,2856 KSH
Mombasa,DM1230,6199 KSH
Mombasa,DM1182,4959 KSH
Mombasa,DM1873,2446 KSH
Mombasa,DM1294,1585 KSH
Naivasha,DM1210,9628 KSH
Nashua,DM1210,7210 KSH
Nairobi,DM1182,6798 KSH
Nakuru,DM1230,4869 KSH
Naivasha,DM1182,1264 KSH
Nakuru,DM1786,3647 KSH
Nashua,DM1541,6908 KSH
Malindi,DM1786,8562 KSH
Nairobi,DM1294,5982 KSH
Mombasa,DM1230,6425 KSH
Mombasa,DM1182,9990 KSH
Mombasa,DM1786,1738 KSH
Malindi,DM1759,7652 KSH
Naivasha,DM1182,3144 KSH
Nashua,DM1759,3123 KSH
Nakuru,DM1759,7400 KSH
Mombasa,DM1786,9633 KSH
Naivasha,DM1230,8953 KSH
Nashua,DM1294,7832 KSH
Nashua,DM1873,2869 KSH
Malindi,DM1294,8178 KSH
Malindi,DM1210,6047 KSH
Nashua,DM1541,3507 KSH
Nakuru,DM1759,2634 KSH
Nairobi,DM1873,8341 KSH
Nairobi,DM1537,5004 KSH
Mombasa,DM1294,5042 KSH
Naivasha,DM1786,9688 KSH
Nashua,DM1294,6648 KSH
Mombasa,DM1537,9927 KSH
Malindi,DM1724,1307 KSH
Nashua,DM1541,7896 KSH
Malindi,DM1541,3323 KSH
Malindi,DM1786,4228 KSH
Mombasa,DM1724,3504 KSH
Mombasa,DM1294,2581 KSH
Nairobi,DM1724,3898 KSH
Nairobi,DM1294,1797 KSH
Nairobi,DM1759,5402 KSH
Malindi,DM1541,3581 KSH
Malindi,DM1873,9835 KSH
Naivasha,DM1541,7297 KSH
Nairobi,DM1537,8780 KSH
Nairobi,DM1182,8539 KSH
Mombasa,DM1182,8619 KSH
Nakuru,DM1230,7850 KSH
Nashua,DM1724,2334 KSH
Nairobi,DM1759,9176 KSH
Nairobi,DM1294,2801 KSH
Nakuru,DM1786,6918 KSH
Mombasa,DM1724,3960 KSH
Nairobi,DM1873,5579 KSH
Naivasha,DM1541,2251 KSH
Mombasa,DM1724,3612 KSH
Naivasha,DM1873,4994 KSH
Nairobi,DM1182,1678 KSH
Nairobi,DM1537,8720 KSH
Nakuru,DM1541,6396 KSH
Mombasa,DM1873,6250 KSH
Naivasha,DM1759,8729 KSH
Malindi,DM1873,4022 KSH
Nakuru,DM1873,6322 KSH
Malindi,DM1873,5603 KSH
Malindi,DM1541,3972 KSH
Nairobi,DM1541,6686 KSH
Malindi,DM1759,1634 KSH
Malindi,DM1759,9638 KSH
Nairobi,DM1230,7347 KSH
Nairobi,DM1786,7270 KSH
Nashua,DM1873,2330 KSH
Mombasa,DM1537,8233 KSH
Naivasha,DM1537,3721 KSH
Nakuru,DM1786,7119 KSH
Naivasha,DM1873,5334 KSH
Mombasa,DM1182,1674 KSH
Nairobi,DM1294,5472 KSH
Mombasa,DM1210,7162 KSH
Nairobi,DM1786,9670 KSH
Mombasa,DM1724,5951 KSH
Nakuru,DM1541,6255 KSH
Nakuru,DM1182,7807 KSH
Naivasha,DM1537,8237 KSH
Mombasa,DM1873,8744 KSH
Naivasha,DM1873,6869 KSH
Nashua,DM1786,5355 KSH
Naivasha,DM1230,9462 KSH
Mombasa,DM1210,7961 KSH
Mombasa,DM1724,4332 KSH
Nairobi,DM1294,7022 KSH
Nairobi,DM1537,6910 KSH
Mombasa,DM1182,8301 KSH
Nashua,DM1182,5716 KSH
Mombasa,DM1724,4407 KSH
Nairobi,DM1759,1892 KSH
Nairobi,DM1873,7479 KSH
Nakuru,DM1537,7668 KSH
Mombasa,DM1759,7421 KSH
Naivasha,DM1230,3944 KSH
Nairobi,DM1230,6107 KSH
Nakuru,DM1873,7547 KSH
Mombasa,DM1873,2318 KSH
Naivasha,DM1786,1993 KSH
Nairobi,DM1724,7994 KSH
Mombasa,DM1786,7858 KSH
Mombasa,DM1537,8826 KSH
Malindi,DM1724,4339 KSH
Nakuru,DM1873,8708 KSH
Malindi,DM1182,3582 KSH
Malindi,DM1210,7479 KSH
Malindi,DM1210,4482 KSH
Nashua,DM1786,9975 KSH
Nakuru,DM1873,5324 KSH
Mombasa,DM1541,7321 KSH
Naivasha,DM1294,1541 KSH
Malindi,DM1537,9070 KSH
Nairobi,DM1230,7420 KSH
Nairobi,DM1873,6320 KSH
Nairobi,DM1294,3593 KSH
Malindi,DM1537,2859 KSH
Mombasa,DM1230,2591 KSH
Nairobi,DM1724,8198 KSH
Nashua,DM1724,8025 KSH
Nairobi,DM1537,1550 KSH
Malindi,DM1724,1804 KSH
Nakuru,DM1294,1488 KSH
Nairobi,DM1786,7562 KSH
Nairobi,DM1759,2996 KSH
Nakuru,DM1541,3389 KSH
Nashua,DM1210,6246 KSH
Naivasha,DM1541,3615 KSH
Mombasa,DM1230,7547 KSH
Mombasa,DM1182,4725 KSH
Nairobi,DM1210,7880 KSH
Nashua,DM1537,3898 KSH
Nairobi,DM1724,3423 KSH
Nairobi,DM1294,4831 KSH
Mombasa,DM1230,8663 KSH
Mombasa,DM1541,7643 KSH
Nakuru,DM1541,2821 KSH
Nairobi,DM1541,1674 KSH
Nakuru,DM1230,7120 KSH
Nairobi,DM1873,1826 KSH
Nairobi,DM1541,3996 KSH
Nairobi,DM1759,2206 KSH
Malindi,DM1873,9446 KSH
Nairobi,DM1182,1162 KSH
Nairobi,DM1724,7991 KSH
Malindi,DM1541,7947 KSH
Nashua,DM1537,8429 KSH
Nakuru,DM1294,5817 KSH
Naivasha,DM1724,2507 KSH
Malindi,DM1537,3988 KSH
Mombasa,DM1759,2499 KSH
Nakuru,DM1182,3258 KSH
Naivasha,DM1873,3213 KSH
Mombasa,DM1537,5239 KSH
Mombasa,DM1182,5080 KSH
Nashua,DM1182,1901 KSH
Nairobi,DM1786,1719 KSH
Nakuru,DM1537,5271 KSH
Nakuru,DM1759,9273 KSH
Nashua,DM1230,4610 KSH
Malindi,DM1873,9806 KSH
Nakuru,DM1724,9379 KSH
Naivasha,DM1786,6338 KSH
Malindi,DM1786,3829 KSH
Mombasa,DM1210,6241 KSH
Mombasa,DM1759,1034 KSH
Nakuru,DM1210,6209 KSH
Nairobi,DM1182,8392 KSH
Nairobi,DM1294,4233 KSH
Nairobi,DM1210,2722 KSH
Nairobi,DM1873,3629 KSH
Malindi,DM1541,8144 KSH
Mombasa,DM1210,7205 KSH
Mombasa,DM1210,5306 KSH
Malindi,DM1759,7526 KSH
Malindi,DM1182,5656 KSH
Nairobi,DM1210,9331 KSH
Nashua,DM1541,1891 KSH
Mombasa,DM1537,5461 KSH
Naivasha,DM1210,9106 KSH
Naivasha,DM1537,8520 KSH
Mombasa,DM1873,6093 KSH
Malindi,DM1724,3811 KSH
Mombasa,DM1541,8160 KSH
Malindi,DM1210,7708 KSH
Malindi,DM1537,5738 KSH
Mombasa,DM1537,5776 KSH
Mombasa,DM1210,6396 KSH
Nashua,DM1873,5292 KSH
Nakuru,DM1182,3547 KSH
Mombasa,DM1759,1121 KSH
Nakuru,DM1786,8624 KSH
Nashua,DM1873,9625 KSH
Nakuru,DM1537,9120 KSH
Nairobi,DM1230,3081 KSH
Mombasa,DM1294,5524 KSH
Nakuru,DM1786,8453 KSH
Nairobi,DM1873,6165 KSH
Mombasa,DM1541,4944 KSH
Naivasha,DM1873,6462 KSH
Nairobi,DM1537,3948 KSH
Nairobi,DM1210,2133 KSH
Malindi,DM1230,4721 KSH
Mombasa,DM1759,8816 KSH
Nairobi,DM1786,9944 KSH
Nairobi,DM1537,7065 KSH
Nairobi,DM1759,8777 KSH
Mombasa,DM1210,4663 KSH
Nairobi,DM1541,6115 KSH
Malindi,DM1873,1638 KSH
Nairobi,DM1873,9967 KSH
Nakuru,DM1294,8523 KSH
Mombasa,DM1210,8461 KSH
Naivasha,DM1786,6649 KSH
Nairobi,DM1230,1064 KSH
Nakuru,DM1182,4495 KSH
Nairobi,DM1786,5639 KSH
Mombasa,DM1786,8892 KSH
Mombasa,DM1873,6508 KSH
Malindi,DM1786,3378 KSH
Mombasa,DM1541,7143 KSH
Mombasa,DM1230,9418 KSH
Nairobi,DM1759,2356 KSH
Nakuru,DM1537,8141 KSH
Nashua,DM1182,6776 KSH
Mombasa,DM1724,8095 KSH
Nairobi,DM1182,7969 KSH
Mombasa,DM1182,9475 KSH
Mombasa,DM1182,8888 KSH
Naivasha,DM1210,2656 KSH
Nairobi,DM1210,7883 KSH
Mombasa,DM1294,5568 KSH
Naivasha,DM1182,9440 KSH
Nairobi,DM1873,1118 KSH
Mombasa,DM1210,8123 KSH
Nairobi,DM1759,8552 KSH
Nairobi,DM1541,4623 KSH
Mombasa,DM1786,6757 KSH
Nakuru,DM1786,3079 KSH
Naivasha,DM1182,7740 KSH
Malindi,DM1541,5269 KSH
Nairobi,DM1724,5653 KSH
Nairobi,DM1541,6467 KSH
Malindi,DM1759,6767 KSH
Nairobi,DM1759,6797 KSH
Malindi,DM1294,9573 KSH
Nairobi,DM1724,9559 KSH
Nairobi,DM1724,4741 KSH
Malindi,DM1230,1050 KSH
Naivasha,DM1873,2165 KSH
Nashua,DM1537,2858 KSH
Nairobi,DM1759,1188 KSH
Nakuru,DM1873,5710 KSH
Malindi,DM1724,9365 KSH
Mombasa,DM1541,2924 KSH
Mombasa,DM1873,3096 KSH
Naivasha,DM1210,8517 KSH
Mombasa,DM1537,1142 KSH
Mombasa,DM1724,6464 KSH
Nairobi,DM1873,8451 KSH
Mombasa,DM1786,4965 KSH
Nakuru,DM1786,1369 KSH
Nakuru,DM1182,9228 KSH
Mombasa,DM1182,2663 KSH
Naivasha,DM1541,9118 KSH
Nakuru,DM1759,9858 KSH
Nashua,DM1537,5360 KSH
Nairobi,DM1537,9533 KSH
Nairobi,DM1873,2307 KSH
Nashua,DM1541,6027 KSH
Mombasa,DM1724,8946 KSH
Mombasa,DM1230,3994 KSH
Nairobi,DM1786,8439 KSH
Nashua,DM1210,8596 KSH
Malindi,DM1182,6581 KSH
Nairobi,DM1759,5516 KSH
Naivasha,DM1230,7140 KSH
Malindi,DM1759,1505 KSH
Nashua,DM1294,1672 KSH
Nashua,DM1182,2399 KSH
Nashua,DM1230,7341 KSH
Mombasa,DM1759,5178 KSH
Nairobi,DM1294,6256 KSH
Nakuru,DM1210,2223 KSH
Nairobi,DM1786,4735 KSH
Mombasa,DM1759,2928 KSH
Nakuru,DM1294,9926 KSH
Malindi,DM1294,8947 KSH
Nashua,DM1230,7618 KSH
Nakuru,DM1759,4695 KSH
Nairobi,DM1541,8942 KSH
Naivasha,DM1210,2931 KSH
Nairobi,DM1230,2007 KSH
Naivasha,DM1210,2879 KSH
Nashua,DM1541,4387 KSH
Naivasha,DM1182,3066 KSH
Malindi,DM1759,4720 KSH
Nairobi,DM1294,2577 KSH
Nakuru,DM1210,5393 KSH
Nairobi,DM1230,8957 KSH
Mombasa,DM1182,4264 KSH
Malindi,DM1210,1170 KSH
Nairobi,DM1873,2142 KSH
Nairobi,DM1182,8789 KSH
Malindi,DM1230,8709 KSH
Mombasa,DM1210,6012 KSH
Nashua,DM1786,4971 KSH
Nairobi,DM1210,4732 KSH
Mombasa,DM1759,1432 KSH
Mombasa,DM1210,5030 KSH
Mombasa,DM1873,1293 KSH
Nakuru,DM1541,3273 KSH
Naivasha,DM1294,3800 KSH
Nashua,DM1182,5491 KSH
Mombasa,DM1537,5156 KSH
Mombasa,DM1541,2713 KSH
Mombasa,DM1294,1789 KSH
Nairobi,DM1786,8129 KSH
Malindi,DM1210,3263 KSH
Malindi,DM1541,8127 KSH
Nairobi,DM1294,3263 KSH
Mombasa,DM1210,9081 KSH
Mombasa,DM1759,2677 KSH
Mombasa,DM1873,8357 KSH
Mombasa,DM1230,6261 KSH
Nakuru,DM1294,7685 KSH
Nakuru,DM1786,3952 KSH
Nakuru,DM1786,2505 KSH
Nairobi,DM1786,2483 KSH
Mombasa,DM1724,1221 KSH
Mombasa,DM1210,8199 KSH
Nakuru,DM1786,4424 KSH
Nairobi,DM1210,2070 KSH
Mombasa,DM1230,4546 KSH
Nairobi,DM1210,2308 KSH
Naivasha,DM1873,2086 KSH
Nairobi,DM1230,6769 KSH
Nairobi,DM1759,1978 KSH
Naivasha,DM1294,5968 KSH
Mombasa,DM1210,1497 KSH
Nashua,DM1759,3043 KSH
Nashua,DM1873,4475 KSH
Mombasa,DM1541,6190 KSH
Nairobi,DM1541,6263 KSH
Nairobi,DM1230,4414 KSH
Mombasa,DM1294,1772 KSH
Mombasa,DM1759,4452 KSH
Nairobi,DM1230,1485 KSH
Mombasa,DM1724,8387 KSH
Nairobi,DM1294,9151 KSH
Nairobi,DM1230,7911 KSH
Mombasa,DM1294,3435 KSH
Nairobi,DM1873,3090 KSH
Nairobi,DM1230,8458 KSH
Mombasa,DM1541,2308 KSH
Mombasa,DM1541,3324 KSH
Nairobi,DM1537,6349 KSH
Nakuru,DM1786,9463 KSH
Nairobi,DM1873,2543 KSH
Nakuru,DM1873,4561 KSH
Mombasa,DM1537,6845 KSH
Nashua,DM1294,4693 KSH
Naivasha,DM1724,9907 KSH
Nairobi,DM1541,1153 KSH
Nashua,DM1873,3969 KSH
Nairobi,DM1541,5837 KSH
Nairobi,DM1230,1183 KSH
Malindi,DM1294,3232 KSH
Nairobi,DM1786,2865 KSH
Mombasa,DM1230,7748 KSH
Malindi,DM1786,3008 KSH
Mombasa,DM1537,9500 KSH
Nakuru,DM1759,5915 KSH
Nashua,DM1182,1527 KSH
Nashua,DM1230,6005 KSH
Malindi,DM1759,1872 KSH
Mombasa,DM1759,8337 KSH
Naivasha,DM1786,7497 KSH
Nairobi,DM1786,6603 KSH
Nakuru,DM1182,5363 KSH
Nashua,DM1230,9535 KSH
Malindi,DM1724,1386 KSH
Naivasha,DM1294,7157 KSH
Mombasa,DM1182,3504 KSH
Malindi,DM1294,9929 KSH
Nairobi,DM1537,9625 KSH
Malindi,DM1537,5239 KSH
Nairobi,DM1759,7278 KSH
Malindi,DM1759,7914 KSH
Malindi,DM1541,3140 KSH
Naivasha,DM1873,6206 KSH
Mombasa,DM1537,8724 KSH
Nakuru,DM1230,7718 KSH
Mombasa,DM1873,2874 KSH
Naivasha,DM1182,4051 KSH
Nakuru,DM1786,6928 KSH
Nairobi,DM1537,5116 KSH
Mombasa,DM1724,1762 KSH
Nairobi,DM1724,7140 KSH
Mombasa,DM1541,8343 KSH
Mombasa,DM1230,3358 KSH
Nashua,DM1786,1578 KSH
Nairobi,DM1724,5848 KSH
Malindi,DM1537,9006 KSH
Nairobi,DM1294,8836 KSH
Mombasa,DM1786,7034 KSH
Mombasa,DM1182,9183 KSH
Nairobi,DM1182,9758 KSH
Nairobi,DM1210,3266 KSH
Naivasha,DM1873,5840 KSH
Mombasa,DM1230,2763 KSH
Malindi,DM1537,9537 KSH
Nairobi,DM1537,9948 KSH
Naivasha,DM1182,2418 KSH
Nairobi,DM1182,8012 KSH
Nakuru,DM1786,1660 KSH
Mombasa,DM1294,1452 KSH
Nakuru,DM1294,4469 KSH
Nairobi,DM1873,1813 KSH
Naivasha,DM1786,6908 KSH
Nairobi,DM1759,8477 KSH
Nairobi,DM1873,9958 KSH
Nashua,DM1294,2053 KSH
Nashua,DM1230,1092 KSH
Naivasha,DM1759,5445 KSH
Nakuru,DM1537,3621 KSH
Naivasha,DM1786,5303 KSH
Naivasha,DM1182,5454 KSH
Mombasa,DM1537,9599 KSH
Malindi,DM1210,4923 KSH
Naivasha,DM1294,8550 KSH
Mombasa,DM1537,3705 KSH
Nairobi,DM1759,7413 KSH
Mombasa,DM1786,2556 KSH
Nashua,DM1294,6080 KSH
Naivasha,DM1537,8695 KSH
Nairobi,DM1182,3355 KSH
Nairobi,DM1210,6429 KSH
Nakuru,DM1786,1573 KSH
Nairobi,DM1873,8526 KSH
Mombasa,DM1182,4319 KSH
Nairobi,DM1786,3741 KSH
Mombasa,DM1873,4925 KSH
Nairobi,DM1541,8964 KSH
Nashua,DM1541,2594 KSH
Naivasha,DM1210,6373 KSH
Mombasa,DM1541,5128 KSH
Mombasa,DM1873,4948 KSH
Naivasha,DM1182,8156 KSH
Malindi,DM1759,2037 KSH
Malindi,DM1873,8517 KSH
Nashua,DM1294,5442 KSH
Mombasa,DM1210,8662 KSH
Nashua,DM1759,1198 KSH
Nashua,DM1230,9227 KSH
Mombasa,DM1230,9572 KSH
Mombasa,DM1537,1128 KSH
Mombasa,DM1182,3429 KSH
Mombasa,DM1210,8010 KSH
Malindi,DM1759,7735 KSH
Mombasa,DM1724,4784 KSH
Naivasha,DM1182,8785 KSH
Nashua,DM1786,5185 KSH
Malindi,DM1294,4215 KSH
Mombasa,DM1537,8281 KSH
Mombasa,DM1541,5417 KSH
Nairobi,DM1724,5770 KSH
Mombasa,DM1230,9113 KSH
Mombasa,DM1724,1702 KSH
Mombasa,DM1210,9921 KSH
Malindi,DM1873,7643 KSH
Naivasha,DM1759,9127 KSH
Mombasa,DM1537,2358 KSH
Malindi,DM1294,6520 KSH
Malindi,DM1294,5630 KSH
Nashua,DM1873,8948 KSH
Nakuru,DM1182,4224 KSH
Mombasa,DM1873,1668 KSH
Nairobi,DM1873,9589 KSH
Naivasha,DM1230,1826 KSH
Naivasha,DM1294,8523 KSH
Malindi,DM1873,9060 KSH
Nairobi,DM1786,8204 KSH
Nakuru,DM1182,1105 KSH
Nashua,DM1537,8385 KSH
Mombasa,DM1724,6521 KSH
Naivasha,DM1537,1261 KSH
Mombasa,DM1210,8983 KSH
Nairobi,DM1537,6737 KSH
Mombasa,DM1759,3806 KSH
Nakuru,DM1210,4665 KSH
Nashua,DM1230,8978 KSH
Nakuru,DM1537,7223 KSH
Mombasa,DM1786,6026 KSH
Nakuru,DM1537,8694 KSH
Mombasa,DM1786,5017 KSH
Nairobi,DM1537,9916 KSH
Mombasa,DM1537,3874 KSH
Nairobi,DM1182,2056 KSH
Malindi,DM1230,8160 KSH
Nairobi,DM1786,1486 KSH
Naivasha,DM1873,4268 KSH
Malindi,DM1541,3681 KSH
Naivasha,DM1541,4028 KSH
Naivasha,DM1541,6883 KSH
Nairobi,DM1786,8878 KSH
Malindi,DM1182,5071 KSH
Nairobi,DM1724,1557 KSH
Mombasa,DM1294,8041 KSH
Malindi,DM1537,1063 KSH
Mombasa,DM1294,6523 KSH
Mombasa,DM1537,4413 KSH
Mombasa,DM1294,7909 KSH
Malindi,DM1759,1177 KSH
Nairobi,DM1786,1725 KSH
Nairobi,DM1541,2067 KSH
Malindi,DM1786,1558 KSH
Mombasa,DM1786,8127 KSH
Nashua,DM1786,9862 KSH
Nairobi,DM1182,2888 KSH
Nairobi,DM1541,3884 KSH
Mombasa,DM1537,7917 KSH
Nashua,DM1873,8868 KSH
Malindi,DM1759,1201 KSH
Nashua,DM1210,2369 KSH
Mombasa,DM1786,3676 KSH
Nashua,DM1182,4366 KSH
Mombasa,DM1294,3578 KSH
Nairobi,DM1210,9981 KSH
Nairobi,DM1230,9293 KSH
Nairobi,DM1759,8758 KSH
Naivasha,DM1873,2897 KSH
Malindi,DM1537,7745 KSH
Nairobi,DM1230,3660 KSH
Mombasa,DM1230,2459 KSH
Malindi,DM1786,8304 KSH
Malindi,DM1724,3459 KSH
Nairobi,DM1759,7183 KSH
Nakuru,DM1182,1595 KSH
Mombasa,DM1210,5598 KSH
Nairobi,DM1873,1189 KSH
Nairobi,DM1210,7317 KSH
Nashua,DM1786,5814 KSH
Nashua,DM1786,3890 KSH
Nairobi,DM1724,2206 KSH
Mombasa,DM1724,6686 KSH
Nashua,DM1873,7487 KSH
Mombasa,DM1182,2924 KSH
Nairobi,DM1537,3075 KSH
Mombasa,DM1537,8757 KSH
Naivasha,DM1182,5630 KSH
Malindi,DM1873,2771 KSH
Mombasa,DM1724,4620 KSH
Nairobi,DM1537,6062 KSH
Naivasha,DM1230,8731 KSH
Nairobi,DM1541,7935 KSH
Mombasa,DM1759,3298 KSH
Nairobi,DM1759,1363 KSH
Mombasa,DM1724,9930 KSH
Malindi,DM1230,1110 KSH
Nairobi,DM1786,8758 KSH
Nashua,DM1182,7828 KSH
Mombasa,DM1786,8098 KSH
Mombasa,DM1537,9577 KSH
Naivasha,DM1541,9750 KSH
Mombasa,DM1294,2743 KSH
Mombasa,DM1537,9150 KSH
Malindi,DM1873,6429 KSH
Nakuru,DM1786,4380 KSH
Nakuru,DM1182,8633 KSH
Naivasha,DM1724,4756 KSH
Mombasa,DM1537,7889 KSH
Mombasa,DM1294,2071 KSH
Nashua,DM1541,8176 KSH
Nakuru,DM1210,9771 KSH
Nairobi,DM1873,3027 KSH
Mombasa,DM1786,7467 KSH
Nakuru,DM1541,7175 KSH
Malindi,DM1541,1328 KSH
Mombasa,DM1537,5433 KSH
Malindi,DM1230,3919 KSH
Nashua,DM1759,2402 KSH
Mombasa,DM1724,3830 KSH
Nashua,DM1724,1522 KSH
Nairobi,DM1541,3564 KSH
Naivasha,DM1230,1697 KSH
Nairobi,DM1294,1264 KSH
